 -38.7 -25.06709251674575 0.9355377888713975
 -38.69 -25.07117644332931 0.9372470671356536
 -38.68 -25.07524343559282 0.9389459655244569
 -38.67 -25.07929411629516 0.940634628137092
 -38.66 -25.08332910819518 0.9423131990728471
 -38.65000000000001 -25.08734903405176 0.9439818224310091
 -38.64 -25.09135451662376 0.9456406423108665
 -38.63 -25.09534617867005 0.9472898028117038
 -38.62 -25.09932464294948 0.9489294480328094
 -38.61 -25.10329053222094 0.9505597220734714
 -38.6 -25.10724446924328 0.9521807690329744
 -38.59 -25.11118707677538 0.9537927330106069
 -38.58000000000001 -25.11511897757609 0.9553957581056556
 -38.57 -25.11904079440428 0.9569899884174089
 -38.56 -25.12295315001883 0.9585755680451514
 -38.55 -25.12685666717859 0.9601526410881716
 -38.54000000000001 -25.13075196864244 0.9617213516457562
 -38.53 -25.13463967716923 0.9632818438171935
 -38.52 -25.13852041551784 0.9648342617017683
 -38.51000000000001 -25.14239480644713 0.9663787493987688
 -38.5 -25.14626347271596 0.9679154510074831
 -38.49 -25.15012703708321 0.9694445106271961
 -38.48 -25.15398612230774 0.9709660723571958
 -38.47000000000001 -25.15784135114841 0.9724802802967694
 -38.46 -25.1616933463641 0.9739872785452049
 -38.45 -25.16554273071366 0.9754872112017874
 -38.44 -25.16939012695596 0.9769802223658047
 -38.43 -25.17323615784988 0.9784664561365451
 -38.42 -25.17708144615427 0.9799460566132936
 -38.41 -25.18092661462801 0.9814191678953381
 -38.40000000000001 -25.18477228602995 0.9828859340819658
 -38.39 -25.18861908311897 0.9843464992724646
 -38.38 -25.19246762865393 0.9858010075661197
 -38.37 -25.1963185453937 0.987249603062219
 -38.36 -25.20017245609714 0.9886924298600507
 -38.35 -25.20402998352312 0.9901296320588997
 -38.34 -25.2078917504305 0.9915613537580541
 -38.33000000000001 -25.21175837957816 0.992987739056801
 -38.32 -25.21563049372496 0.9944089320544284
 -38.31 -25.21950859445927 0.9958250463026701
 -38.3 -25.22339264336686 0.9972360592164983
 -38.29000000000001 -25.22728245165971 0.9986419103010684
 -38.28 -25.23117783054348 1.000042539059947
 -38.27 -25.23507859122386 1.001437884996695
 -38.26000000000001 -25.23898454490649 1.002827887614881
 -38.25 -25.24289550279707 1.004212486418068
 -38.24 -25.24681127610124 1.005591620909821
 -38.23 -25.25073167602469 1.006965230593704
 -38.22000000000001 -25.25465651377308 1.008333254973283
 -38.21 -25.25858560055208 1.009695633552123
 -38.2 -25.26251874756736 1.011052305833787
 -38.19 -25.26645576602459 1.012403211321842
 -38.18 -25.27039646712944 1.013748289519852
 -38.17 -25.27434066208758 1.01508747993138
 -38.16 -25.27828816210467 1.016420722059993
 -38.15000000000001 -25.28223877838639 1.017747955409255
 -38.14 -25.2861923221384 1.019069119482732
 -38.13 -25.29014860456639 1.020384153783987
 -38.12 -25.294107436876 1.021692997816585
 -38.11 -25.2980687476599 1.022995604653534
 -38.1 -25.30203298865202 1.024291987840766
